product_code,colour_group_code,colour_group_name,recent_units_8w,active_weeks_8w,recent_units_4w,active_weeks_4w,snapshot_week,prior_units_4w,raw_momentum,recent_units_1w,recent_units_2w,last_active_week,avg_price_4w,channel_2_share_4w,avg_price_8w,channel_2_share_8w,first_sale_week,style_age_weeks,weeks_since_last_active,has_full_growth_history,growth_comparable,avg_price_recent,channel_2_share_recent,customers_1w,customers_4w,prior_customers_4w,customers_8w,product_type,product_group,graphical_appearance,garment_group,section,index_group,raw_customer_momentum,customers_per_unit_4w,target_start_week,target_start_month,target_start_quarter,target_start_week_of_year,target_start_week_sin,target_start_week_cos,target_start_fashion_season,target_start_fashion_half,pred_sales_4w,model_used,growth_reliability,adjusted_momentum,sales_rank,growth_rank,customer_rank,winner_score,winner_rank
673677,9,Black,1715,8,1632.0,4,2020-09-14,83.0,2.9673572941271518,391.0,914.0,2020-09-14,0.024873701811232937,0.6488970588235294,0.02487431931610414,0.6530612244897959,2018-09-17,105,0,1,1,0.024873701811232937,0.6488970588235294,347,1456,72,1523,Sweater,Garment Upper body,Solid,Knitwear,Womens Tailoring,Ladieswear,2.9936753650468138,0.8921568627450981,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,1667.183730020287,catboost,0.9222222222222223,2.7365628379172624,0.9996928086505084,0.9999597779744188,0.9994470555709152,0.9996991735238037,1
865799,12,Light Beige,1363,8,1323.0,4,2020-09-14,40.0,3.4748406697926457,598.0,1268.0,2020-09-14,0.03313117337330418,0.7611489040060468,0.03290084186179545,0.752017608217168,2020-02-24,30,0,1,1,0.03313117337330418,0.7611489040060468,515,1123,38,1161,Trousers,Garment Lower body,Solid,Trousers,Womens Everyday Collection,Ladieswear,3.36108738432399,0.8488284202569917,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,1664.9889514522051,catboost,0.851063829787234,2.9573112083341666,0.9996620895155592,1.0,0.9988633920068811,0.999523853408288,2
915529,13,Beige,2661,8,2227.0,4,2020-09-14,434.0,1.6335135699584908,712.0,1277.0,2020-09-14,0.033218870107235586,0.7440502918724742,0.03316272715112838,0.7463359639233371,2020-07-27,8,0,1,1,0.033218870107235586,0.7440502918724742,611,1931,384,2299,Sweater,Garment Upper body,Solid,Knitwear,Womens Everyday Collection,Ladieswear,1.6130676804846784,0.8670857656039515,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,2016.4380133310433,catboost,0.9841269841269841,1.6075847831337529,0.9998464043252542,0.9973855683372215,0.9997849660553558,0.9990897220478747,3
915526,11,Off White,2876,8,2412.0,4,2020-09-14,464.0,1.6465886600376756,349.0,862.0,2020-09-14,0.033092623042977255,0.7085406301824212,0.03305951061974026,0.7312239221140473,2020-07-27,8,0,1,1,0.033092623042977255,0.7085406301824212,328,2116,400,2500,Sweater,Garment Upper body,Solid,Knitwear,Womens Everyday Collection,Ladieswear,1.6637938438282962,0.8772802653399668,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,1279.58168644717,catboost,0.9851380042462845,1.6221170663640796,0.9993856173010168,0.9975464564395463,0.9999078425951525,0.9989905366308164,4
456163,93,Dark Green,1226,7,1093.0,4,2020-09-14,133.0,2.0997561830310154,216.0,588.0,2020-09-14,0.03302298137609128,0.35773101555352244,0.03303165869438989,0.3189233278955954,2019-07-15,62,0,1,1,0.03302298137609128,0.35773101555352244,205,1039,132,1168,Hoodie,Garment Upper body,Solid,Jersey Basic,Womens Everyday Basics,Ladieswear,2.0566268639136647,0.9505946935041171,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,932.0150241108873,catboost,0.95,1.9947683738794646,0.9985254815224404,0.9990748934116322,0.9987097963321353,0.9987455995321064,5
715624,9,Black,1814,8,1528.0,4,2020-09-14,286.0,1.6728869901694408,321.0,830.0,2020-09-14,0.024941188215458307,0.9914921465968587,0.024948554556836627,0.9680264608599779,2018-12-03,94,0,1,1,0.024941188215458307,0.9914921465968587,258,1304,267,1570,Hoodie,Garment Upper body,Embroidery,Jersey Basic,Divided Basics,Divided,1.5829713392459377,0.8534031413612565,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,1145.3254070492042,catboost,0.9761092150170648,1.632920406786553,0.9991398642214235,0.99766712251629,0.999232021626271,0.9987256889313377,6
863646,13,Beige,1567,8,1362.0,4,2020-09-14,205.0,1.8895672629069518,221.0,633.0,2020-09-14,0.03318646556658949,0.5293685756240822,0.03314996809189532,0.5213784301212508,2020-07-27,8,0,1,1,0.03318646556658949,0.5293685756240822,213,1209,185,1388,Sweater,Garment Upper body,Melange,Knitwear,Womens Everyday Collection,Ladieswear,1.8726289648775847,0.8876651982378855,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,929.8285338828734,catboost,0.9669811320754716,1.8271758910185145,0.998464043252542,0.9985520070790765,0.9990477068165761,0.9986655314697126,7
573085,9,Black,857,7,838.0,4,2020-09-14,19.0,3.736478432913215,474.0,699.0,2020-09-14,0.033151672666963304,0.5918854415274463,0.03304303542115776,0.5892648774795799,2018-09-17,105,0,1,1,0.033151672666963304,0.5918854415274463,370,693,16,709,Trousers,Garment Lower body,Solid,Trousers,Womens Everyday Collection,Ladieswear,3.7092586164505885,0.8269689737470167,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,1407.6646165622783,catboost,0.7307692307692307,2.730503470205811,0.999416336435966,0.9999195559488376,0.9958836359168126,0.9985074921340814,8
456163,9,Black,1219,8,1032.0,4,2020-09-14,187.0,1.7037805062896894,191.0,470.0,2020-09-14,0.033157781500459844,0.4883720930232558,0.03313042087846386,0.44626743232157506,2019-07-15,62,0,1,1,0.033157781500459844,0.4883720930232558,181,937,182,1119,Hoodie,Garment Upper body,Solid,Jersey Basic,Womens Everyday Basics,Ladieswear,1.6342637961648032,0.9079457364341085,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,837.5753683178388,catboost,0.9639175257731959,1.6423038900833604,0.997880379688508,0.9977475665674523,0.9980032562283047,0.9978773987141303,9
158340,9,Black,1351,8,1207.0,4,2020-09-14,144.0,2.1199876360741863,246.0,630.0,2020-09-14,0.012204049822363904,0.8185584092792046,0.012154160759763648,0.8171724648408586,2018-09-17,105,0,1,1,0.012204049822363904,0.8185584092792046,145,633,78,709,Leggings/Tights,Garment Lower body,Solid,Socks and Tights,"Womens Nightwear, Socks & Tigh",Ladieswear,2.082601101970204,0.5244407622203812,2020-09-21,9,3,39,-1.0,-1.8369701987210297e-16,Autumn,Autumn_Winter,942.686227532573,catboost,0.9536423841059603,2.021710063540946,0.9985869197923386,0.9992357815139571,0.9952078149479311,0.9977678468555018,10
